"","Strain","MouseID","Sex","CoatColor","Asymptote","Slope","Inf_point"
"120","C57BL/6J","LL6-2_C57BL6J","F","Black",10.9028376465484,0.109050151411247,7.7660860369379
"121","C57BL/6J","LL6-3_C57BL6J","F","Black",6.04166175905555,0.0522060483173581,16.1445414595061
"122","C57BL/6J","LL6-4_C57BL6J","F","Black",7.6099224340915,0.135246095685364,5.55907781304781
"123","C57BL/6J","LL6-1_B6J_F","F","Black",6.06276026992612,0.0553389933738866,14.6907991632926
"124","C57BL/6J","LL6-2_B6J_F","F","Black",10.3100500144777,0.074476739038702,11.67150909468
"125","C57BL/6J","LL6-3_B6J_F","F","Black",6.20500881386183,0.0201901281325348,41.1093988907109
"126","C57BL/6J","LL6-4_B6J_F","F","Black",5.32916235283814,0.0956400833465216,8.67336391570535
"127","C57BL/6J","LL6-1_B6J_M","M","Black",7.49042523453002,0.0375488586971854,22.7025719427689
"128","C57BL/6J","LL6-2_B6J_M","M","Black",5.69454797524129,0.131603710806308,5.9101920608022
"129","C57BL/6J","LL6-3_B6J_M","M","Black",7.59869915530777,0.104473458256062,7.73939730354852
"130","C57BL/6J","LL6-4_B6J_M","M","Black",5.76848425945004,0.0925078806515065,7.56307876468706
"131","C57BL/6J","WT001G13N5F80228M-28-PSY","M","B6J",7.73915233431588,0.108637274224412,7.43822417945415
"132","C57BL/6J","WT001G13N5F80229M-29-PSY","M","B6J",6.44362201939563,0.078771767190821,10.4917477733186
"133","C57BL/6J","WT001G13N5F80230M-30-PSY","M","B6J",6.1784750050278,0.0670229340358694,12.3161855391784
"134","C57BL/6J","B6J_Male_S7275001_ep4-PSY","M","Black",6.23400856236315,0.0887860091394844,9.03145228761709
"135","C57BL/6J","WT001G14N5F90212F-12-PSY","F","test once",7.55506585177138,0.0857018660339775,9.2734280969918
"136","C57BL/6J","WT001G14N5F90213F-13-PSY","F","test once",6.37496259866691,0.100298272091665,8.31773080761031
"137","C57BL/6J","WT001G14N5F90214F-14-PSY","F","test once",6.71146149275065,0.0718881799698086,10.6596911755944
"138","C57BL/6J","WT001G14N5F90215F-15-PSY","F","test once",7.23961407420656,0.107212584093228,7.31782800019757
"139","C57BL/6J","WT001G14N5F90110M-10-PSY","M","Test Once B6J",5.49732804295875,0.0943709970106382,8.27699963787335
"140","C57BL/6J","WT001G14N5F90111M-11-PSY","M","Test Once B6J",5.50740415969678,0.0709320300938551,11.4660338459136
"141","C57BL/6J","WT001G14N5F90112M-12-PSY","M","Test Once B6J",7.00114892156155,0.124102024575102,5.90691338728052
"142","C57BL/6J","WT001G14N5F90203M-3-PSY","M","B6J",6.59030811700448,0.0512751811489392,16.5631763268923
"143","C57BL/6J","WT001G14N5F90204M-4-PSY","M","B6J",2.37081567548989,0.0812793034774043,9.93835881629715
"144","C57BL/6J","WT001G14N5F90205M-5-PSY","M","B6J",2.64112452631945,0.0851448431737241,9.30630611156037
"145","C57BL/6J","WT001G14N5F90119F-19-PSY","F","B6J",6.27325691935,0.0674327171565975,11.9841311052116
"146","C57BL/6J","WT001G14N5F90120M-20-PSY","M","B6J",8.89284384044661,0.107906308751778,8.04692470649067
"147","C57BL/6J","WT001G14N5F90121M-21-PSY","M","B6J",9.77327834082261,0.0687905719905326,13.5486062703408
"148","C57BL/6J","B6J_Male_S7268898-ep1-PSY","M","Surplus B6J",7.59612809499837,0.0572186151855671,14.9224716456769
"149","C57BL/6J","B6J_Male_S7268898-ep2-PSY","M","Surplus B6J",6.29373079881479,0.0676725393033096,12.2838003028162
"150","C57BL/6J","B6J_Male_S7268898-ep4-PSY","M","Surplus B6J",7.58225805191744,0.120259175919377,6.54717242400336
"151","C57BL/6J","B6J_Male_S7268898-ep6-PSY","M","Surplus B6J",6.06412619426581,0.0405329924962416,21.0032932503594
"152","C57BL/6J","B6J_Male_S7268898-ep7-PSY","M","Surplus B6J",5.61560483533064,0.113019318003984,6.8947402704082
"153","C57BL/6J","B6J_Male_S7268898-ep8-PSY","M","Surplus B6J",9.26983113816975,0.0725695157441538,12.335356748144
"154","C57BL/6J","WT001G15N5F100112M-12-PSY","M","B6J",7.30178542279282,0.147273539890581,5.23309029762556
"155","C57BL/6J","WT001G15N5F100113M-13-PSY","M","B6J",6.59571937334901,0.0947406822403998,8.38699070071033
"156","C57BL/6J","WT001G15N5F100114M-14-PSY","M","B6J",6.69689881201266,0.0859543351097315,8.68351196299407
"157","C57BL/6J","WT001G15N5F100115M-15-PSY","M","B6J",9.87091868792083,0.127815814318276,6.67760267623155
"158","BTBR T<+>ltpr3<tf>/J","LL1-1_BTBR","M","Agouti",4.38283025017657,0.115418822192798,6.85613052771434
"159","BTBR T<+>ltpr3<tf>/J","LL1-2_BTBR","M","Agouti",3.38655071236322,0.116726969625532,6.77929272863596
"160","BTBR T<+>ltpr3<tf>/J","LL1-3_BTBR","M","Agouti",4.63405396936322,0.12263387017702,6.45275348046455
"161","BTBR T<+>ltpr3<tf>/J","LL1-4_BTBR","M","Agouti",5.28554039325374,0.122734721575136,6.44745413681287
"162","BTBR T<+>ltpr3<tf>/J","LL1-1_002282-F-AX8-8-42409-1-S027","F","Agouti",5.06464093872302,0.12239134962609,6.46554024871339
